label,comment
positive,"thầy dạy tích cực .
"
positive,"thầy rất nhiệt tình trong việc hướng học sinh đến con đường khoa học .
"
positive,"mỗi tiết dạy của giảng viên thường là chiếu lên slide để đọc nên trong quá trình giảng dạy khá là chán .
"
positive,"dạy nhiệt tình , dễ tiếp thu .
"
positive,"nếu có thể đọc được báo cáo đồ án hay tốt nghiệp của các anh chị khóa trước thì có thể dễ dàng hình dung được yêu cầu của cô .
"
positive,"nên có thêm trợ giảng để giảm bớt áp lực cho giảng viên .
"
positive,"thầy day trực quan dễ hiểu .
"
positive,"rất nhiệt tình vì học sinh , luôn nghĩ cho học sinh , luôn đến sớm , giảng dạy hiệu quả .
"
neutral,"còn khi cô cho bài tập nhưng lại không giải mẫu , khiến tụi em khó có thể tự làm được .
"
neutral,"tài liệu nên được cập nhật .
"
positive,"mong được làm việc với thầy nhiều hơn .
"
negative,"mong thầy xen kẽ bài tập vào bài giảng lý thuyết , như thế sẽ dễ hiểu bài hơn ạ .
"
positive,"tận tình , cách dạy thực tế .
"
neutral,"đôi khi nghỉ học không thông báo trước .
"
positive,"nhiệt tình , giúp sinh viên luyện nói rất nhiều .
"
positive,"đôi khi em nghĩ thầy cho deadline quá trời nhưng nhờ vậy em học được hơn thầy ạ .
"
neutral,"phần thực hành , chúng em không được hướng dẫn đủ .
"
negative,"thường xuyên hỏi về đời sống tình cảm của những bạn nữ , như vậy là không phù hợp với tác phong của một giáo viên .
"
negative,"lên lớp đúng giờ , tận tâm với sinh viên .
"
neutral,"học xong em thấy yêu thầy .
"
positive,"lên lớp đúng giờ , truyền đạt kiến thức tốt , dễ hiểu , dễ vận dụng .
"
positive,"thầy dạy hay nhiệt huyết kiến thức về chuyên môn rộng .
"
positive,"không nhiệt tình giải đáp thắc mắc .
"
negative,"giảng viên nhiệt tình , sửa lỗi cho sinh viên .
"
neutral,"nên sử dụng chức năng của trong courses quản lý môn học để cung cấp tài liệu đầy đủ cho sinh viên .
"
negative,"cung cấp các slide , tài liệu liên quan quá ít .
"
positive,"thầy giảng dạy rất kỹ càng .
"
neutral,"thi cuối kỳ không đủ thời gian làm bài !
"
positive,"nếu có nghỉ phải được dạy bù lại .
"
positive,"giảng viên lên lớp đúng giờ , dạy nhiệt tình .
"
positive,"khái niệm "" thiết bị di động "" trong môn học cần được định nghĩa lại với cách giảng dạy này .
"
negative,"đôi khi truyền đạt hơi nhanh , gây lướt kiến thức .
"
negative,"dạy chưa thu hút .
"
neutral,"giáo trình cần cập nhật hơn nữa .
"
negative,"tuy nhiên ước gì cô giải nhiều bài tập hơn ở cuối kỳ .
"
negative,"thầy hơi khó trong vấn đề hỏi bài , hay nói vui ( hoặc chửi ) học sinh ngu :( .
"
positive,"thầy rất nhiệt tình , tuyệt nhất trong các thầy dạy em từ khi lên đại học đến giờ .
"
positive,"dạy nhiệt tình , khách quan .
"
neutral,"chép bài nhiều quá , nhưng không sao .
"
positive,"giáo viên đến luôn đúng giờ dạy và rất nhiệt tình .
"
negative,"quan tâm sinh viên nhiều hơn .
"
neutral,"phòng lab thực hành khá cũ , nhiều máy hư gây khó khăn cho sinh viên khi thực hành .
"
positive,"theo ý kiến của cá nhân em và nhiều bạn đồng quan điểm thì cách dạy của thầy có nhiều yếu điểm như sau : .
"
negative,"theo em nên đưa phần kiến thức thực hành lên giảng dạy trong giờ lý thuyết .
"
negative,"thường xuyên dạy được 1 tiếng thì nhờ thầy nào đó vô quản lý , tụi em phải ngồi không đến 10h mới được ra về dạy chả hiểu gì cả !
"
negative,"yêu cầu nên cụ thể cho từng thành viên trong nhóm đò án vì chấm điểm đồ án theo từng cá nhân , từng yêu cầu mà có những nhóm làm đồ án không chia công việc từ đầu mà làm chung tất cả , dẫn đến các thành viên không đáp ứng được tiêu chí chấm điểm đồ án .
"
neutral,"giảng viên cần phát âm và viết đúng chính tả hơn .
"
negative,"giảng viên cho sinh viên lượng bài tập quá lớn .
"
negative,"về khâu chấm đồ án , mặc dù thầy không nêu trong yêu cầu là cấm sử dụng phương pháp đó , nhưng khi sinh viên sử dụng thì thầy đuổi cả nhóm xuống không cho sinh viên tiếp tục trình bày vì không hợp ý của thầy .
"
neutral,"oop khá phức tạp nên cần nhiều ví dụ .
"
neutral,"môn học cần đi vào thực tiễn để sinh viên có thể ứng dụng sau này .
"
neutral,"nên bỏ thi code trên giấy .
"
positive,"giảng viên rất tận tâm nhiệt tình .
"
negative,"hệ thống bài tập trên moodle còn sai sót .
"
negative,"không phát huy được hết khả năng của sinh viên .
"
negative,"dạy nhanh , khó hiểu .
"
negative,"nhiệt tình .
"
positive,"thầy dạy rất nhiệt huyết , phương pháp dạy giúp sinh viên có thể nhớ rõ kiến thức .
"
positive,"học kỳ này học phần của em không có giáo viên này giảng dạy .
"
neutral,"hơi khắt khe .
"
neutral,"và não của con người không thích sự dễ dàng , nếu chỉ xử lý sự dễ dàng thì não khó có thể phát triển đến khả năng của nó .
"
positive,"cô nhiệt tình , tận tâm hướng dẫn .
"
neutral,"dể gần , tạo tình cảm tốt .
"
neutral,"thoải mái nhiệt tình .
"
positive,"giảng viên dạy quá chán , không thực tế .
"
negative,"thầy nhiệt tình , truyền đạt tốt .
"
positive,"bài giảng của thầy hay hấp dẫn lắm .
"
positive,"giảng viên tận tâm , nhiệt tình giúp đỡ sinh viên .
"
positive,"thầy tâm huyết , giảng dạy nhiệt tình .
"
positive,"cô dạy rất tốt , dễ hiểu .
"
neutral,"có ít bài tập .
"
positive,"giảng dạy tận tình cho các sinh viên .
"
positive,"luôn giảng quyết các thắc mắc mà sinh viên gửi mail hỏi .
"
neutral,"riêng bản thân em nhận thấy mình có thể học môn này mà không tham gia học đầy đủ trên lớp .
"
positive,"cô rất nhiệt tình trong hoạt động giảng dạy .
"
neutral,"thầy nên cho đề thi thực hành có độ khó cao hơn một chút .
"
negative,"ghi bài quá nhiều .
"
neutral,"phần thực hành theo hình thức 2 sẽ hợp lý hơn .
"
negative,"thời gian thầy giảng dạy ngắn , thường cho lớp về sớm .
"
negative,"giảng viên nhiệt tình , tận tâm với sinh viên .
"
negative,"thầy hay đi trễ nhưng không nhiều , chỉ 15 phút mỗi ngày .
"
negative,"thầy hay nhăn nhó với sinh viên .
"
negative,"mong khoa wzjwz101 có lịch học lý thuyết và thực hành cụ thể trước khi sinh viên đăng ký học phần để tránh trường hợp trùng lịch dẫn đến sinh viên phải hủy một số môn do chỉnh sửa lịch .
"
neutral,"kỳ trước có học thầy , thầy nhiệt tình , nhưng chắc mới dạy nên chưa có kinh nghiệm truyền tải kiến thức để sinh viên hiểu dễ dàng .
"
negative,"giảm seminar tràn lan .
"
neutral,"cần cải thiện máy chiếu .
"
negative,"thầy giảng bài kỹ , cho bài tập hay .
"
positive,"cô rất nhiệt tình giúp đỡ sinh viên .
"
positive,"giảng viên nên hướng dẫn thêm nhiều bài tập và tận dụng thời gian nhiều hơn vì môn này cần những bài tập mẫu để sinh viên dễ nắm kiến thức hơn .
"
neutral,"cám ơn thầy .
"
negative,"đồ án mang tính thực tiễn .
"
positive,"giảng viên nhiệt tình giảng dạy , chỉ bảo tận tình , chu đáo .
"
positive,"cô rất tận tâm và nhiệt huyết .
"
negative,"dạy tốt , khả năng truyền đạt tốt giúp sinh viên dễ tiếp thu , phương pháp giảng dạy hiệu quả , nhiệt tình .
"
neutral,"giáo viên cần đưa ra nhiều ví dụ để sinh viên tự giải và có điểm cộng cho sinh viên có đáp án đúng .
"
positive,"thầy hiền , vui tính , giảng rất hay , cách dạy thầy bắt học sinh làm nhiều bài tập rất quan trọng .
"
positive,"thầy khá tận tâm , vui tính .
"
positive,"tất cả các hoạt động .
"
positive,"thầy dạy dễ hiểu , hay cung cấp thêm kiến thức bên ngoài hữu ích cho sinh viên .
"
negative,"truyền đạt dễ hiểu , ví dụ minh họa thực tế , tạo hứng thú khi tham gia môn học .
"
neutral,"bình thường với giáo viên .
"
neutral,"giảng viên không bao giờ nghỉ buổi nào .
"
neutral,"thầy ít khi giảng bài , thường để sinh viên tự xem tài liệu là chủ yếu .
"
neutral,"giải bài tập đầy đủ .
"
negative,"thầy nhiệt tình trả lời câu hỏi của sinh viên đặt ra .
"
positive,"chương trình giảng dạy .
"
positive,"nhiều khía cạnh thầy giải thích khá trừu tượng , khó hiểu .
"
negative,"giảng viên không đảm bảo giờ lên lớp : số buổi bù ít hơn số buổi nghỉ .
"
neutral,"bài tập về nhà khá khó .
"
neutral,"môn học cần có một lượng bài tập lớn và người học muốn hiểu được vấn đề thì cần làm nhiều bài tập vì thế môn học cần có thời gian làm bài tập sau mỗi phần để có thể ôn lại những gì đã học trong các tuần trước .
"
neutral,"chất lượng môn học vậy đã đầy đủ .
"
neutral,"lớp wzjwz1 nên được học ở phòng máy tốt hơn chút xíu được không ạ .
"
positive,"thầy wzjwz182 dạy rất hay , rất dễ hiểu .
"
positive,"thầy dạy nhiệt tình , rất hài lòng .
"
neutral,"có liên hệ thực tiễn và lấy ví dụ minh họa .
"
neutral,"cần thêm tiết học thực hành .
"
positive,"chương trình giảng dạy tốt .
"
neutral,"em nghĩ thầy sẽ giúp chúng em học tốt hơn nếu có thêm nhiều bài tập .
"
neutral,"chia nhóm , ra những đồ án , bài tập nhóm để nâng cao kiến thức cũng như khả năng làm việc tập thể .
"
negative,"gần cuối kỳ giảng viên mới đưa ra đề tài làm đồ án gây khó khăn cho sinh viên .
"
negative,"tận tình quan tâm học sinh .
"
positive,"cần giảng kỹ hơn cho sinh viên hiểu bài và có kết hợp với nhiều ví dụ minh họa thực tế .
"
neutral,"thực hành đa dạng , giúp sinh viên hiểu rõ vấn đề .
"
positive,"môn học cần có chút thay đổi về kiểm tra , phần thực hành cần được quan tâm và cần được hỗ trợ hoặc học sau khi đã học được lý thuyết để có nền tảng và cơ sở để thầy cô hướng dẫn sinh viên tốt hơn .
"
positive,"giáo viên giảng dạy nhiệt tình .
"
positive,"tận tình , vui tính <3 .
"
neutral,"học buổi sáng .
"
negative,"dạy rất hài lòng .
"
neutral,"cô dạy hay nhưng hơi nhanh .
"
positive,"vui tính , gần gũi sinh viên , giảng khá hay .
"
positive,"cô rất có tâm , tạo điều kiện cho sinh viên tham khảo .
"
positive,"giảng viên dạy nhiệt tình , tận tâm , đảm bảo nội dung dạy .
"
negative,"tài liệu cho môn học còn hạn chế .
"
neutral,"cần nhiều tài liệu hơn nữa .
"
negative,"sử dụng slide tiếng anh khó diễn đạt với sinh viên .
"
positive,"thầy giảng dạy và hướng dẫn nhiệt tình , tận tâm nội dung thầy giảng không chỉ áp dụng cho học tập hiện tại mà còn cho tương lai công việc sau này .
"
negative,"nhiệt tình giúp sinh viên tìm phương pháp học tập đúng đắn , cho nhiều bài tập .
"
negative,"nhiều bạn bị kéo điểm nặng nề .
"
neutral,"hoặc đưa ra những kỹ năng chuyên môn cần phải biết để làm việc trong ngành vì ngành công nghệ thông tin rất rộng ví dụ làm về mảng web thì cần biết php , html , cs , js hay làm về hệ thống nhúng thì cần c .
"
neutral,"em không có ý kiến về vấn đề này .
"
positive,"em nghĩ môn này nên mở lớp thực hành để được hướng dẫn cài đặt các thuật toán .
"
positive,"thầy hướng dẫn tụi em rất tận tình .
"
positive,"giảng viên cung cấp các slide , các module phục vụ việc học tập rất chu đáo .
"
